Type_of_Customer,Entering_Time,Number_1,Number_2,Number_3,Server1,Server2,Server3,Average_processing,Total_number,Waiting_Time
3,346.2,0,1,2,3,3,2,4.6,3,85.3
3,366.6,0,2,1,3,2,2,4.579661017,3,7.1
3,373.4,0,2,1,2,3,2,4.62,3,221.8
3,375.1,0,1,2,3,3,2,4.713114753999999,3,227.1
3,387.7,1,2,0,1,2,2,4.833870968,3,225.6
3,388.3,1,2,0,1,2,2,4.784126983999999,3,26.9
3,396.2,1,2,0,1,2,2,4.740625,3,27.1
3,403.9,1,2,0,1,2,2,4.783076923,3,220.2
3,415.0,1,2,0,1,2,2,4.731818182,3,1.9
3,416.8,1,1,1,1,3,2,4.698507463,3,10.9
3,435.4,0,2,0,0,2,2,4.667647059,2,126.3
3,435.7,1,2,0,1,2,2,4.614492754,3,5.4
3,448.6,2,1,0,1,1,2,4.755714286,3,213.9
3,457.3,1,0,2,1,3,3,4.750704225,3,104.9
3,459.9,1,0,2,1,3,3,4.7375,3,121.6
3,473.6,2,1,0,1,1,2,4.715068493,3,149.4
3,478.2,2,1,0,1,1,2,4.7986486489999995,3,147.3
3,480.4,3,0,0,1,1,1,4.7693333330000005,3,145.7
3,480.9,3,0,0,1,1,1,4.875,3,193.5
3,483.0,3,0,0,1,1,1,4.854545455,3,148.6
3,485.0,3,0,0,1,1,1,4.821794872,3,146.2
3,491.2,3,0,0,1,1,1,4.808860759,3,143.7
3,501.2,3,0,0,1,1,1,4.785,3,137.5
3,505.7,3,0,0,1,1,1,4.813580247,3,135.2
3,516.3,3,0,0,1,1,1,4.787804878,3,160.7
3,517.5,3,0,0,1,1,1,4.787951807,3,162.2
3,520.3,3,0,0,1,1,1,4.85,3,164.2
3,521.7,3,0,0,1,1,1,4.849411765,3,164.2
3,523.3,3,0,0,1,1,1,4.86627907,3,171.2
3,528.5,1,2,0,2,1,2,4.886206897,3,172.3
3,536.7,0,3,0,2,2,2,4.8625,3,150.5
3,539.3,0,3,0,2,2,2,4.8471910110000005,3,168.1
3,539.3,0,3,0,2,2,2,4.843333333,3,171.6
3,541.1,0,3,0,2,2,2,4.867032967,3,169.8
3,542.4,0,3,0,2,2,2,4.831521738999999,3,0.3
3,544.8,1,2,0,1,2,2,4.795698925,3,96.8
3,548.4,1,2,0,1,2,2,4.8085106380000004,3,179.6
3,550.3,1,2,0,1,2,2,4.788421053,3,165.1
3,555.1,1,1,1,1,2,3,4.758333333,3,135.6
3,556.1,1,1,1,1,2,3,4.720618557,3,91.9
3,574.9,1,1,1,1,3,2,4.6857142860000005,3,156.3
3,575.1,1,1,1,1,3,2,4.686868687,3,157.4
3,591.3,2,0,1,1,1,3,4.7219999999999995,3,146.0
3,595.5,2,0,1,1,1,3,4.694059406,3,138.5
3,601.8,2,0,1,1,1,3,4.742156863,3,171.0
3,617.4,2,0,1,1,3,1,4.7766990289999995,3,165.0
3,619.6,2,0,1,1,3,1,4.779807691999999,3,163.0
3,623.0,1,0,2,3,3,1,4.74952381,3,112.9
3,624.7,0,0,3,3,3,3,4.733962264,3,120.8
3,628.6,0,0,3,3,3,3,4.718691589,3,146.3
3,630.0,0,1,2,2,3,3,4.687037037,3,118.6
3,633.8,1,0,2,1,3,3,4.673394495,3,151.4
3,634.2,1,0,2,1,3,3,4.807272727,3,153.5
3,635.1,1,0,2,1,3,3,4.78018018,3,153.3
3,639.8,1,1,1,1,2,3,4.7633928569999995,3,150.4
3,641.4,1,0,2,1,3,3,4.755752212,3,149.3
3,646.6,1,1,1,1,3,2,4.768421053,3,146.5
3,647.9,1,1,1,1,3,2,4.7826086960000005,3,146.7
3,655.8,2,0,0,1,1,0,4.775,2,143.5
3,655.9,2,0,0,1,1,0,4.793162393,2,145.1
3,664.8,1,1,1,2,1,3,4.8627118639999996,3,143.1
3,683.1,1,0,2,3,1,3,4.889915966,3,120.1
3,685.1,1,0,2,3,1,3,4.9025,3,122.0
3,686.3,0,0,3,3,3,3,4.923140496,3,448.8
3,686.8,0,0,3,3,3,3,4.907377049,3,124.5
3,694.6,2,0,1,1,1,3,4.881300813,3,118.9
3,696.1,2,0,1,1,1,3,4.856451613,3,119.1
3,700.4,1,1,1,2,1,3,4.832,3,116.6
3,705.7,1,1,1,2,1,3,4.811904762,3,115.2
3,707.0,1,1,1,2,1,3,4.786614173,3,116.2
3,707.3,1,1,1,2,1,3,4.7640625,3,142.7
3,725.3,0,3,0,2,2,2,4.78372093,3,441.8
3,727.7,0,3,0,2,2,2,4.754615385,3,97.1
3,737.8,0,1,1,0,3,2,4.797709923999999,2,563.3
3,744.2,1,1,1,1,3,2,4.781818182,3,320.7
3,753.4,1,2,0,1,2,2,4.79924812,3,421.0
3,754.6,1,2,0,1,2,2,4.812686567,3,647.2
3,754.6,1,2,0,1,2,2,4.816296296,3,546.4
3,757.6,1,2,0,1,2,2,4.835294118,3,650.9
3,760.0,1,2,0,1,2,2,4.827007299,3,411.5
3,760.4,1,2,0,1,2,2,4.800724638,3,91.5
3,763.0,1,2,0,1,2,2,4.8,3,652.9
3,766.9,1,2,0,1,2,2,4.787857143,3,504.9
3,773.6,0,1,1,2,0,3,4.774468085,2,383.6
3,776.7,0,1,2,3,2,3,4.757042254,3,298.7
3,783.7,0,1,2,2,3,3,4.755944056000001,3,636.9
3,789.9,0,0,3,3,3,3,4.734027778,3,358.1
3,796.8,0,0,3,3,3,3,4.710344828,3,198.9
3,802.1,0,0,3,3,3,3,4.6924657530000005,3,425.3
3,806.9,0,0,3,3,3,3,4.701360544,3,618.3
3,807.5,0,0,3,3,3,3,4.682432432,3,429.0
3,818.5,1,0,2,1,3,3,4.709395973,3,608.9
3,826.0,2,0,0,1,1,0,4.702666667,2,447.5
3,829.8,3,0,0,1,1,1,4.6907284769999995,3,481.7
3,834.8,3,0,0,1,1,1,4.675657895,3,489.1
3,844.1,2,1,0,1,1,2,4.676470588,3,587.1
3,847.9,2,1,0,1,1,2,4.66038961,3,508.7
3,848.8,2,1,0,1,1,2,4.639354839,3,559.6
3,868.3,3,0,0,1,1,1,4.68974359,3,610.3
3,874.0,3,0,0,1,1,1,4.71656051,3,562.0
3,891.3,3,0,0,1,1,1,4.696202532,3,520.8
3,895.3,3,0,0,1,1,1,4.694339623,3,555.1
3,899.6,3,0,0,1,1,1,4.693125,3,550.9
3,901.4,3,0,0,1,1,1,4.670807453,3,109.7
3,911.5,3,0,0,1,1,1,4.654938272,3,502.1
3,915.2,3,0,0,1,1,1,4.632515337,3,102.2
3,920.6,3,0,0,1,1,1,4.6457317069999995,3,561.5
3,921.6,3,0,0,1,1,1,4.68,3,564.9
3,924.4,3,0,0,1,1,1,4.6807228919999995,3,530.4
3,931.6,3,0,0,1,1,1,4.674850299,3,557.3
3,939.0,2,1,0,1,2,1,4.666071429,3,519.5
3,948.6,2,1,0,1,2,1,4.644378698,3,115.8
3,948.9,2,1,0,1,2,1,4.639411765,3,557.3
3,957.3,2,1,0,1,2,1,4.6391812869999995,3,550.5
3,970.1,2,1,0,1,1,2,4.618023256,3,205.1
3,977.2,3,0,0,1,1,1,4.627745665,3,531.1
3,979.2,2,1,0,2,1,1,4.616091954,3,444.0
3,981.6,2,1,0,2,1,1,4.596,3,332.8
3,984.0,2,1,0,2,1,1,4.5840909089999995,3,452.1
3,1019.5,2,1,0,1,1,2,4.590960452,3,490.5
3,1026.3,2,1,0,1,1,2,4.584831461,3,486.1
3,1027.0,2,1,0,1,1,2,4.710614525,3,533.4
3,1035.0,2,1,0,1,1,2,4.692222222,3,409.9
3,1038.6,1,2,0,1,2,2,4.691712707,3,477.2
3,1047.0,0,3,0,2,2,2,4.697252747,3,475.0
3,1061.5,0,3,0,2,2,2,4.6781420769999995,3,348.3
3,1068.1,1,1,0,1,0,2,4.675,2,452.3
3,1069.5,2,1,0,1,1,2,4.681621622,3,483.1
3,1069.6,2,1,0,1,1,2,4.714516129,3,498.9
3,1070.6,2,1,0,1,1,2,4.705882353,3,444.0
3,1087.9,0,3,0,2,2,2,4.72606383,3,488.8
3,1095.4,0,2,0,0,2,2,4.761375661000001,2,536.4
3,1105.5,0,3,0,2,2,2,4.752631579,3,410.4
3,1113.5,0,3,0,2,2,2,4.758638743000001,3,443.7
3,1113.6,0,3,0,2,2,2,4.759895833,3,488.9
3,1117.8,0,3,0,2,2,2,4.746632124,3,440.7
3,1119.8,0,3,0,2,2,2,4.730412371,3,335.2
3,1121.0,0,3,0,2,2,2,4.732820513,3,481.6
3,1133.5,1,2,0,1,2,2,4.714285714,3,310.4
3,1134.2,1,2,0,1,2,2,4.695939086,3,325.4
3,1149.9,0,2,0,0,2,2,4.7090909089999995,2,453.4
3,1151.9,1,2,0,1,2,2,4.6954773869999995,3,408.8
3,1154.1,0,3,0,2,2,2,4.6865,3,412.3
3,2.0,1,0,1,1,3,0,5.8,2,0.0
3,3.2,1,0,1,1,3,0,10.6,2,31.7
3,12.5,1,2,0,1,2,2,10.53333333,3,29.7
3,17.1,1,2,0,1,2,2,8.375,3,20.0
3,22.7,2,1,0,1,1,2,7.16,3,19.7
3,30.2,1,2,0,2,1,2,6.283333333,3,14.5
3,31.4,1,2,0,2,1,2,5.785714286,3,15.2
3,31.5,1,2,0,2,1,2,5.275,3,17.9
3,34.7,1,2,0,2,1,2,6.288888889,3,15.6
3,46.6,0,0,3,3,3,3,6.12,3,4.5
3,61.2,0,0,2,0,3,3,6.154545455,2,0.0
3,65.0,1,0,2,1,3,3,5.966666667,3,0.0
3,72.7,1,1,0,1,2,0,5.623076922999999,2,5.5
3,81.9,0,2,1,2,2,3,5.65,3,0.0
3,86.0,0,2,1,2,2,3,5.473333332999999,3,1.9
3,97.9,0,0,1,3,0,0,6.1,1,0.0
3,100.6,0,0,2,3,3,0,6.235294118,2,0.0
3,120.8,0,1,1,3,2,0,5.983333332999999,2,0.0
3,144.4,1,1,0,1,0,2,6.063157895,2,54.6
3,153.1,1,2,0,2,1,2,5.845,3,12.7
3,171.0,1,2,0,1,2,2,5.819047619,3,28.4
3,171.7,1,2,0,1,2,2,5.668181818,3,4.2
3,172.8,1,2,0,1,2,2,5.973913043,3,31.9
3,179.2,1,1,0,1,0,2,5.816666667000001,2,27.3
3,191.6,0,3,0,2,2,2,5.732,3,17.1
3,197.5,0,3,0,2,2,2,5.557692307999999,3,14.9
3,203.6,0,1,2,2,3,3,5.57037037,3,13.8
3,205.8,1,0,2,1,3,3,5.546428571,3,16.2
